curb_loc,tree_dbh,status,health,spc_common
OnCurb,7,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,Sophora
OnCurb,5,Alive,Poor,Sophora
OnCurb,15,Alive,Good,Sophora
OnCurb,9,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,11,Alive,Fair,honeylocust
OffsetFromCurb,9,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,honeylocust
OnCurb,16,Alive,Fair,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,9,Alive,Good,crab apple
OnCurb,3,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,8,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,12,Alive,Good,ginkgo
OnCurb,4,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,6,Alive,Fair,Japanese zelkova
OnCurb,4,Alive,Fair,Japanese zelkova
OnCurb,6,Alive,Good,Sophora
OnCurb,5,Alive,Fair,white oak
OnCurb,4,Alive,Fair,Sophora
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,2,Alive,Good,cherry
OnCurb,4,Alive,Fair,sugar maple
OnCurb,5,Alive,Poor,cherry
OnCurb,23,Alive,Fair,cherry
OnCurb,3,Alive,Good,cherry
OnCurb,5,Alive,Fair,swamp white oak
OnCurb,14,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,14,Alive,Fair,'Schubert' chokecherry
OnCurb,12,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,honeylocust
OnCurb,6,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,23,Alive,Good,green ash
OnCurb,8,Alive,Fair,green ash
OnCurb,4,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,19,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,Japanese zelkova
OnCurb,11,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,8,Alive,Good,Sophora
OnCurb,12,Alive,Good,Sophora
OnCurb,4,Alive,Good,Sophora
OnCurb,8,Alive,Poor,Japanese zelkova
OnCurb,8,Alive,Good,Sophora
OnCurb,11,Alive,Fair,pin oak
OnCurb,14,Alive,Fair,cherry
OnCurb,2,Alive,Good,cherry
OnCurb,5,Alive,Good,honeylocust
OnCurb,5,Alive,Good,cherry
OnCurb,4,Alive,Good,'Schubert' chokecherry
OnCurb,7,Alive,Good,Sophora
OnCurb,4,Dead,NA,NA
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Fair,American linden
OnCurb,11,Alive,Good,honeylocust
OnCurb,16,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OffsetFromCurb,5,Alive,Good,northern red oak
OnCurb,10,Alive,Good,green ash
OnCurb,8,Alive,Good,green ash
OnCurb,10,Alive,Good,Sophora
OnCurb,2,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OnCurb,16,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OnCurb,17,Alive,Good,Sophora
OnCurb,7,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,5,Alive,Good,Sophora
OnCurb,4,Alive,Good,Sophora
OnCurb,4,Alive,Good,Sophora
OnCurb,16,Alive,Good,Sophora
OnCurb,5,Alive,Good,white oak
OnCurb,12,Alive,Good,white oak
OnCurb,14,Alive,Good,Sophora
OnCurb,4,Alive,Good,swamp white oak
OnCurb,2,Alive,Good,swamp white oak
OnCurb,4,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,9,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OnCurb,18,Alive,Good,Sophora
OnCurb,5,Alive,Good,Sophora
OnCurb,9,Alive,Good,white oak
OnCurb,3,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,13,Alive,Good,Sophora
OnCurb,16,Alive,Good,Sophora
OnCurb,7,Alive,Good,Sophora
OnCurb,11,Alive,Good,Sophora
OnCurb,20,Alive,Fair,Sophora
OnCurb,5,Alive,Poor,Sophora
OnCurb,3,Alive,Good,Kentucky coffeetree
OnCurb,12,Dead,NA,NA
OnCurb,7,Alive,Good,swamp white oak
OnCurb,2,Alive,Fair,swamp white oak
OnCurb,2,Dead,NA,NA
OnCurb,3,Alive,Good,swamp white oak
OnCurb,5,Alive,Good,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,17,Alive,Good,Callery pear
OnCurb,4,Alive,Good,swamp white oak
OnCurb,8,Alive,Fair,swamp white oak
OnCurb,3,Alive,Good,Sophora
OnCurb,18,Alive,Good,Sophora
OnCurb,12,Alive,Fair,Sophora
OnCurb,7,Alive,Good,Sophora
OnCurb,13,Alive,Fair,Sophora
OnCurb,7,Alive,Fair,silver linden
OnCurb,3,Alive,Good,swamp white oak
OnCurb,3,Alive,Poor,dawn redwood
OffsetFromCurb,3,Alive,Good,pin oak
OnCurb,14,Alive,Good,Sophora
OnCurb,11,Alive,Fair,Sophora
OnCurb,4,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,14,Alive,Fair,London planetree
OnCurb,10,Alive,Fair,willow oak
OnCurb,5,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,14,Alive,Fair,London planetree
OnCurb,5,Alive,Good,Sophora
OnCurb,3,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,16,Alive,Good,Sophora
OffsetFromCurb,4,Alive,Good,American elm
OnCurb,3,Alive,Good,dawn redwood
OnCurb,3,Alive,Good,dawn redwood
OnCurb,12,Alive,Good,London planetree
OnCurb,2,Alive,Good,green ash
OnCurb,14,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,ginkgo
OnCurb,11,Alive,Fair,ginkgo
OnCurb,14,Alive,Good,Sophora
OnCurb,18,Alive,Good,London planetree
OnCurb,11,Alive,Fair,London planetree
OnCurb,4,Alive,Good,Sophora
OnCurb,4,Alive,Poor,Sophora
OnCurb,9,Alive,Fair,American elm
OnCurb,19,Alive,Good,London planetree
OnCurb,3,Alive,Good,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,3,Alive,Fair,swamp white oak
OnCurb,12,Alive,Good,ginkgo
OnCurb,5,Alive,Good,swamp white oak
OnCurb,12,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,5,Alive,Good,Sophora
OnCurb,25,Alive,Good,ginkgo
OnCurb,18,Alive,Good,London planetree
OnCurb,12,Alive,Good,willow oak
OnCurb,20,Alive,Good,willow oak
OnCurb,12,Alive,Poor,American elm
OnCurb,3,Alive,Fair,river birch
OnCurb,5,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,honeylocust
OnCurb,15,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,London planetree
OnCurb,14,Alive,Good,London planetree
OnCurb,22,Alive,Fair,London planetree
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,16,Alive,Good,Sophora
OnCurb,18,Alive,Good,London planetree
OnCurb,4,Alive,Fair,Sophora
OnCurb,3,Alive,Good,ginkgo
OnCurb,7,Alive,Fair,American linden
OnCurb,4,Alive,Good,honeylocust
OnCurb,18,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,ginkgo
OffsetFromCurb,15,Alive,Poor,London planetree
OnCurb,6,Alive,Good,ginkgo
OnCurb,10,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,5,Alive,Good,ginkgo
OnCurb,12,Alive,Fair,honeylocust
OnCurb,4,Alive,Fair,American linden
OnCurb,11,Alive,Good,eastern redbud
OnCurb,10,Alive,Good,honeylocust
OnCurb,15,Alive,Fair,honeylocust
OnCurb,11,Alive,Fair,American linden
OnCurb,10,Alive,Fair,American linden
OnCurb,2,Alive,Good,ginkgo
OnCurb,13,Alive,Fair,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Good,London planetree
OffsetFromCurb,21,Alive,Fair,London planetree
OnCurb,4,Alive,Fair,dawn redwood
OnCurb,3,Alive,Good,American elm
OnCurb,11,Alive,Fair,London planetree
OnCurb,8,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,15,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,13,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,honeylocust
OffsetFromCurb,4,Alive,Good,dawn redwood
OnCurb,3,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,honeylocust
OnCurb,18,Alive,Fair,London planetree
OnCurb,6,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,9,Alive,Good,ginkgo
OnCurb,21,Alive,Good,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,17,Alive,Good,honeylocust
OnCurb,3,Alive,Good,American elm
OnCurb,4,Alive,Good,swamp white oak
OnCurb,5,Alive,Good,swamp white oak
OnCurb,9,Alive,Good,ginkgo
OnCurb,12,Alive,Fair,honeylocust
OffsetFromCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,ginkgo
OnCurb,8,Alive,Fair,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,11,Alive,Good,London planetree
OnCurb,3,Alive,Fair,Sophora
OnCurb,3,Alive,Poor,London planetree
OnCurb,3,Alive,Fair,American elm
OnCurb,5,Alive,Good,London planetree
OnCurb,13,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,2,Alive,Poor,'Schubert' chokecherry
OnCurb,5,Alive,Fair,American elm
OnCurb,16,Alive,Good,London planetree
OnCurb,10,Alive,Good,willow oak
OnCurb,4,Alive,Good,London planetree
OnCurb,2,Alive,Good,London planetree
OnCurb,11,Alive,Poor,American elm
OnCurb,3,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,18,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,American elm
OnCurb,13,Alive,Poor,London planetree
OnCurb,10,Alive,Poor,ginkgo
OnCurb,3,Alive,Poor,American linden
OnCurb,8,Alive,Good,American linden
OnCurb,24,Alive,Good,ginkgo
OnCurb,3,Alive,Poor,London planetree
OnCurb,18,Alive,Poor,London planetree
OnCurb,4,Alive,Good,honeylocust
OnCurb,6,Alive,Fair,ginkgo
OnCurb,13,Alive,Fair,green ash
OnCurb,17,Alive,Good,green ash
OnCurb,12,Alive,Good,ginkgo
OnCurb,4,Alive,Fair,London planetree
OnCurb,4,Alive,Good,London planetree
OnCurb,8,Alive,Good,American linden
OnCurb,3,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,11,Alive,Fair,honeylocust
OnCurb,3,Alive,Good,swamp white oak
OnCurb,2,Alive,Good,swamp white oak
OnCurb,9,Alive,Good,ginkgo
OnCurb,20,Alive,Fair,honeylocust
OnCurb,4,Alive,Fair,honeylocust
OnCurb,3,Alive,Fair,American linden
OnCurb,16,Alive,Good,ginkgo
OnCurb,5,Alive,Fair,American elm
OnCurb,18,Alive,Good,American elm
OnCurb,13,Alive,Good,honeylocust
OnCurb,16,Alive,Good,ginkgo
OnCurb,12,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,2,Alive,Good,swamp white oak
OnCurb,2,Alive,Good,swamp white oak
OnCurb,3,Alive,Good,swamp white oak
OnCurb,4,Alive,Fair,London planetree
OnCurb,10,Alive,Poor,London planetree
OnCurb,4,Alive,Good,London planetree
OnCurb,10,Alive,Good,white ash
OnCurb,10,Alive,Good,honeylocust
OnCurb,5,Alive,Good,ginkgo
OnCurb,7,Alive,Good,American linden
OnCurb,13,Alive,Good,honeylocust
OnCurb,8,Alive,Poor,green ash
OnCurb,13,Alive,Good,honeylocust
OnCurb,6,Alive,Fair,honeylocust
OnCurb,3,Alive,Good,American beech
OnCurb,3,Alive,Poor,London planetree
OnCurb,7,Alive,Good,honeylocust
OnCurb,12,Alive,Fair,honeylocust
OnCurb,5,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,2,Alive,Poor,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,9,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,6,Alive,Good,American linden
OnCurb,9,Alive,Good,honeylocust
OnCurb,2,Alive,Fair,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,21,Alive,Good,London planetree
OnCurb,13,Alive,Poor,London planetree
OnCurb,4,Alive,Poor,London planetree
OnCurb,12,Alive,Good,Callery pear
OnCurb,3,Alive,Good,tree of heaven
OnCurb,12,Alive,Fair,Callery pear
OnCurb,13,Alive,Good,littleleaf linden
OnCurb,5,Alive,Good,honeylocust
OnCurb,4,Alive,Poor,pin oak
OnCurb,11,Alive,Poor,London planetree
OnCurb,15,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,12,Alive,Good,American hophornbeam
OnCurb,12,Alive,Fair,American elm
OnCurb,3,Alive,Good,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,5,Alive,Fair,littleleaf linden
OnCurb,3,Alive,Fair,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,19,Alive,Good,honeylocust
OnCurb,4,Alive,Good,swamp white oak
OffsetFromCurb,3,Alive,Good,pin oak
OnCurb,10,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,18,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,15,Alive,Good,pin oak
OnCurb,2,Alive,Fair,American linden
OnCurb,16,Alive,Fair,honeylocust
OnCurb,13,Alive,Good,ginkgo
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,17,Alive,Good,American elm
OnCurb,3,Alive,Good,American elm
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,9,Alive,Good,littleleaf linden
OnCurb,9,Alive,Good,littleleaf linden
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,16,Alive,Fair,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,14,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,10,Alive,Fair,pin oak
OnCurb,14,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,12,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,4,Alive,Poor,littleleaf linden
OnCurb,9,Alive,Fair,pin oak
OnCurb,5,Alive,Good,pin oak
OffsetFromCurb,24,Alive,Good,pin oak
OnCurb,16,Alive,Good,pin oak
OnCurb,8,Alive,Fair,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,littleleaf linden
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,5,Alive,Fair,littleleaf linden
OnCurb,1,Alive,Good,littleleaf linden
OnCurb,2,Alive,Fair,littleleaf linden
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,11,Alive,Good,littleleaf linden
OnCurb,10,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,pin oak
OnCurb,3,Alive,Fair,red maple
OnCurb,4,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,5,Alive,Fair,pin oak
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,4,Alive,Poor,littleleaf linden
OnCurb,3,Alive,Poor,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,littleleaf linden
OnCurb,18,Alive,Good,Japanese snowbell
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,5,Alive,Fair,littleleaf linden
OnCurb,7,Alive,Fair,littleleaf linden
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,19,Alive,Good,littleleaf linden
OnCurb,9,Alive,Fair,littleleaf linden
OnCurb,13,Alive,Good,pin oak
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,littleleaf linden
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,5,Alive,Poor,littleleaf linden
OnCurb,4,Alive,Fair,littleleaf linden
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,10,Alive,Good,littleleaf linden
OnCurb,14,Alive,Good,pin oak
OnCurb,6,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,21,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,18,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,6,Alive,Good,pin oak
OnCurb,16,Alive,Fair,littleleaf linden
OnCurb,8,Alive,Good,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,11,Alive,Good,littleleaf linden
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,9,Alive,Good,littleleaf linden
OnCurb,1,Dead,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,Chinese elm
OnCurb,8,Alive,Good,northern red oak
OnCurb,9,Alive,Good,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,6,Alive,Good,American linden
OnCurb,11,Alive,Good,pin oak
OnCurb,4,Alive,Fair,pin oak
OnCurb,6,Alive,Poor,Japanese zelkova
OnCurb,4,Alive,Fair,northern red oak
OnCurb,4,Alive,Good,pin oak
OnCurb,6,Alive,Good,pin oak
OnCurb,12,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,14,Alive,Good,Callery pear
OnCurb,12,Alive,Fair,Callery pear
OnCurb,6,Alive,Good,pin oak
OnCurb,10,Alive,Good,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,5,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,4,Alive,Fair,silver linden
OnCurb,8,Alive,Good,pin oak
OnCurb,4,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,18,Alive,Good,Callery pear
OnCurb,12,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,9,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,17,Alive,Fair,Callery pear
OnCurb,13,Alive,Good,pin oak
OnCurb,12,Alive,Good,pin oak
OnCurb,7,Alive,Fair,Callery pear
OnCurb,5,Alive,Good,pin oak
OnCurb,8,Alive,Good,Callery pear
OnCurb,4,Alive,Poor,Callery pear
OnCurb,9,Alive,Fair,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,7,Alive,Fair,Callery pear
OnCurb,6,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OffsetFromCurb,8,Alive,Fair,pin oak
OnCurb,15,Alive,Good,pin oak
OffsetFromCurb,5,Alive,Good,English oak
OnCurb,9,Alive,Fair,Callery pear
OnCurb,6,Alive,Poor,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,8,Alive,Fair,Callery pear
OnCurb,11,Alive,Fair,Callery pear
OnCurb,6,Alive,Poor,Callery pear
OnCurb,7,Alive,Fair,pin oak
OnCurb,4,Alive,Poor,pin oak
OnCurb,4,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,6,Alive,Fair,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,9,Alive,Fair,Callery pear
OnCurb,7,Alive,Poor,Callery pear
OnCurb,15,Alive,Good,Callery pear
OnCurb,7,Alive,Fair,Japanese zelkova
OnCurb,6,Alive,Fair,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,7,Alive,Poor,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,6,Alive,Poor,Japanese zelkova
OnCurb,2,Alive,Fair,Chinese elm
OnCurb,13,Alive,Good,Japanese zelkova
OnCurb,15,Alive,Good,Callery pear
OnCurb,0,Stump,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,15,Dead,NA,NA
OnCurb,1,Dead,NA,NA
OnCurb,11,Alive,Good,Callery pear
OnCurb,10,Alive,Fair,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,10,Alive,Poor,Callery pear
OnCurb,3,Dead,NA,NA
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,15,Alive,Good,Callery pear
OnCurb,3,Alive,Fair,sugar maple
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Chinese elm
OnCurb,3,Alive,Good,Chinese elm
OnCurb,18,Alive,Fair,Callery pear
OnCurb,2,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,6,Alive,Good,Callery pear
OnCurb,2,Dead,NA,NA
OnCurb,4,Alive,Good,northern red oak
OnCurb,2,Alive,Good,Chinese elm
OnCurb,2,Alive,Good,Chinese elm
OnCurb,5,Alive,Good,black oak
OnCurb,12,Alive,Fair,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Japanese zelkova
OnCurb,46,Alive,Good,northern red oak
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,18,Alive,Good,Japanese zelkova
OnCurb,8,Alive,Good,Callery pear
OnCurb,6,Alive,Fair,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,14,Alive,Good,Callery pear
OnCurb,4,Dead,NA,NA
OnCurb,11,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,0,Stump,NA,NA
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Chinese elm
OnCurb,3,Alive,Good,Chinese elm
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Fair,Japanese zelkova
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,northern red oak
OnCurb,15,Alive,Good,Callery pear
OnCurb,5,Alive,Fair,Callery pear
OnCurb,0,Stump,NA,NA
OnCurb,4,Alive,Poor,Japanese zelkova
OnCurb,2,Dead,NA,NA
OnCurb,9,Alive,Good,Callery pear
OnCurb,15,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,12,Alive,Fair,Japanese zelkova
OnCurb,14,Alive,Good,Callery pear
OnCurb,8,Alive,Fair,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,2,Alive,Good,silver linden
OnCurb,6,Alive,Fair,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,8,Alive,Fair,Callery pear
OnCurb,3,Dead,NA,NA
OnCurb,6,Alive,Good,Callery pear
OnCurb,4,Alive,Poor,Callery pear
OnCurb,14,Alive,Good,Callery pear
OnCurb,17,Alive,Good,Callery pear
OnCurb,6,Alive,Good,silver linden
OnCurb,3,Alive,Good,Callery pear
OnCurb,3,Alive,Poor,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,8,Dead,NA,NA
OnCurb,12,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,12,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,2,Alive,Poor,Chinese elm
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Poor,Callery pear
OnCurb,25,Alive,Good,Chinese elm
OnCurb,0,Stump,NA,NA
OnCurb,6,Alive,Good,Callery pear
OnCurb,5,Alive,Poor,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,1,Dead,NA,NA
OnCurb,2,Alive,Fair,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,6,Alive,Fair,Japanese zelkova
OnCurb,4,Alive,Fair,Japanese zelkova
OnCurb,17,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,northern red oak
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,2,Dead,NA,NA
OnCurb,8,Alive,Fair,Callery pear
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,2,Dead,NA,NA
OnCurb,11,Alive,Good,black oak
OnCurb,11,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Fair,Callery pear
OnCurb,7,Alive,Good,Callery pear
OffsetFromCurb,22,Alive,Fair,London planetree
OnCurb,14,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,3,Alive,Good,London planetree
